#Position (bp)	Coverage	Std
1323439.5	120.06467884050568	16.051614328913065
1339101.5	91.2401992082748	44.92759466753299
1354763.5	115.191610266888	17.771451252844564
1370425.5	111.11218235219002	19.61914542141901
1386087.5	113.68069212105733	18.367095870089507
1401749.5	113.62578214787384	19.99806369122494
1417411.5	95.22410930915592	47.81930964228566
1433073.5	101.79561997190653	43.736617523820684
1448735.5	115.33539777806155	16.052926922407213
1464397.5	116.13184778444644	16.62957926099304
1480059.5	56.116013280551655	59.33525797296171
1495721.5	105.74217852126165	44.12406036799477
1511383.5	123.91878431873324	22.260616635540668
1527045.5	114.69678202017623	19.53814672959997
1542707.5	113.26950581024136	19.13188738874311
1558369.5	106.41086706678585	41.70319447685952
1574031.5	117.59270846635168	17.77817744907512
1589693.5	117.4359596475546	17.28588664647833
1605355.5	103.05459072915336	31.60640471973804
1621017.5	114.04641808198187	15.874174028849465
1636679.5	111.51717532882135	34.78612160275143
1652341.5	115.69084408121569	24.385668642511774
1668003.5	118.70061294853787	19.731210016212124
1683665.5	116.32052100625718	17.637659309631076
1699327.5	110.59436853530839	20.413813707025085
1714989.5	114.78157323458052	21.284005144334042
1730651.5	117.93800280934747	21.239870601763812
1746313.5	113.71555356914826	19.472280557921813
1761975.5	114.01455752777423	15.557412178171576
1777637.5	112.259353850083	16.45432842810427
1793299.5	112.72717405184522	19.311040733613968
1808961.5	111.343442727621	26.95447407358048
1824623.5	114.92018899246584	20.597950661335535
1840285.5	108.26324862725068	17.967656351182317
1855947.5	114.91437875111735	20.926884410370683
1871609.5	117.18260758523816	15.68305998772146
1887271.5	117.1158855829396	16.340306566736427
1902933.5	113.63944579236369	19.42474485167502
1918595.5	114.24102924275316	16.885350323533768
1934257.5	113.87517558421658	20.065815599893504
1949919.5	117.47114033967564	19.295086026850274
1965581.5	116.41322947260886	17.88487603265996
1981243.5	110.65974971268037	18.208291650145373
1996905.5	114.78336100114927	20.865408671274157
2012567.5	109.90339675648066	22.574525054988573
2028229.5	110.44093985442473	17.975451129666553
2043891.5	111.57214915081089	32.43639001595695
2059553.5	110.4749712680373	17.00078870224943
2075215.5	114.96373387817648	24.217138549274335
2090877.5	100.10643595964756	31.877429949117598
2106539.5	89.61499169965522	46.528533378319345
2122201.5	79.42785084918911	82.77987165408192
2137863.5	111.66064359596476	18.74291591369993
2153525.5	106.26344017366876	27.983970501544032
2169187.5	108.39420252841272	22.124629574624013
2184849.5	110.76229089516026	19.721438325159635
2200511.5	111.72225769378113	19.911313712064906
2216173.5	112.44323841144171	18.40467404115333
2231835.5	101.25456518963095	40.01340201354077
2247497.5	111.16626229089516	15.572089639398216
2263159.5	111.32850210701059	17.439352561089166
2278821.5	93.6598135614864	42.107621416813465
2294483.5	105.8198825181969	19.211155867590776
2310145.5	58.93461882262802	55.237766326649215
2325807.5	78.94259992338144	50.69079437028923
2341469.5	103.92746775635295	29.03523854314021
2357131.5	111.23643212871919	16.999665729434987
2372793.5	108.23126037543098	16.28255998524479
2388455.5	107.84720980717661	23.681111572995302
2404117.5	58.96686246967182	57.02200846711112
2419779.5	106.997637594177	31.223306055196527
2435441.5	105.63836036266122	24.613186798388522
2451103.5	127.74326395096412	28.48887973711452
2466765.5	110.04245945600817	14.872563418531202
2482427.5	92.72212999616907	45.70200666663522
2498089.5	110.7525858766441	19.095387586991624
2513751.5	108.14142510535054	17.9382427136463
2529413.5	86.41105861320393	46.3454180913448
2545075.5	106.71108415272634	20.678643772308543
2560737.5	98.85602094240838	36.407710575508844
2576399.5	110.41303792619078	21.5185059620307
2592061.5	109.96226535563785	20.65176049007804
2607723.5	113.3546801174818	17.152937919629924
2623385.5	103.40492912782531	37.20360669913374
2639047.5	117.0672966415528	15.67594192234071
2654709.5	107.91271868216064	25.69206067770623
2670371.5	109.66358064104202	30.960298723529544
2686033.5	111.89867194483463	25.085718199128433
2701695.5	118.36310815987741	36.55564642301054
2717357.5	114.21695824288086	15.130507473868981
2733019.5	108.39081854169326	20.42080141373647
2748681.5	113.80819818669391	27.143600731228823
2764343.5	103.40480143021325	85.8763480751722
2780005.5	121.98876261013919	38.804016441514925
2795667.5	111.71791597497126	20.071399178883464
2811329.5	113.39075469288724	16.979836231911076
2826991.5	113.47637594176989	18.299387355217622
2842653.5	112.24728642574384	16.510608068046928
2858315.5	110.06148640020432	18.567001883245673
2873977.5	113.96162686757758	21.116199546423672
2889639.5	112.70227301749458	20.468283877085074
2905301.5	95.65413101774996	47.42410210378148
2920963.5	112.18918401225898	32.01728140023813
2936625.5	56.77493295875367	59.636384898649325
2952287.5	94.7020814710765	50.14174965138746
2967949.5	115.36872685480782	17.21484386188619
2983611.5	116.17347720597625	15.993891296515361
2999273.5	113.66773081343379	19.700660224483613
3014935.5	116.4588813689184	19.39334357445376
3030597.5	108.1418081981867	24.396006087316554
3046259.5	104.31739241476184	30.95907267377076
3061921.5	114.61505554846124	19.138505774199267
3077583.5	110.50791725194739	28.252603696477017
3093245.5	29.440556761588557	51.43011655913459
3108907.5	119.34657131911634	18.206927539968557
3124569.5	97.86329970629549	49.35934989483358
3140231.5	114.3422934491125	16.993208134940428
3155893.5	123.45173030264334	20.21920796752101
3171555.5	101.5808325884306	42.984514618628715
3187217.5	114.57610777678457	21.914743207789662
3202879.5	118.34210190269442	17.162261670353377
3218541.5	113.29874856340186	16.494847757828868
3234203.5	115.56997829140595	18.76671093738811
3249865.5	113.07923636827991	15.839823634427304
3265527.5	110.38373132422424	17.353138069029576
3281189.5	115.2366875239433	18.062933583973763
3296851.5	117.93442727620993	21.578927418733535
3312513.5	120.31305069595199	17.091756625744967
3328175.5	119.41463414634147	17.86811958088091
3343837.5	114.67462648448473	19.492289960310487
3359499.5	118.24128463797727	16.067785553746997
3375161.5	119.97388583833482	19.951209482154
3390823.5	115.74594560081727	20.256663024402066
3406485.5	118.28629804622653	18.537040955090585
3422147.5	113.6885455241987	17.811910130879724
3437809.5	98.41086706678585	45.34626494094068
3453471.5	113.05056825437364	15.626698860523515
3469133.5	115.60426510024263	18.327559524675056
3484795.5	110.94828246711786	29.532946524260005
3500457.5	115.93008555740008	21.278841777542585
3516119.5	118.10732984293193	15.896352931459397
3531781.5	141.27633763248627	30.16444733928307
3547443.5	128.99872302387945	23.985088001315546
3563105.5	113.36974843570425	18.980038442459275
3578767.5	118.26956965904738	21.124325657061476
3594429.5	111.16664538373132	16.82749162900777
3610091.5	111.07151066275061	18.28221805119414
3625753.5	114.53639381943557	19.6871408345215
3641415.5	117.09468777933853	16.0797439737793
3657077.5	119.46737326012004	18.75067955181109
3672739.5	119.32518196909717	18.448953204600805
3688401.5	97.10158345038948	39.40357203292815
3704063.5	117.11505554846124	15.92547249670764
3719725.5	114.65642957476695	22.050193203324117
3735387.5	117.47165113012386	18.108938706907633
3751049.5	120.63248627250671	19.01334811287849
3766711.5	111.51359979568382	29.60342960386635
3782373.5	115.69633507853403	21.86270441789645
3798035.5	114.55823011109692	18.56346298753665
3813697.5	112.4680117481803	19.439813111281666
3829359.5	112.18860937300472	17.129612862758773
3845021.5	105.66479376835653	35.28526324216246
3860683.5	116.03339292555229	19.36985686244645
3876345.5	109.05657004214021	26.99697883654022
3892007.5	121.68848167539267	20.192413400394923
3907669.5	70.75469288724301	58.18243186174365
3923331.5	116.60266888009194	19.30082310272945
3938993.5	120.29855701698378	18.505139115087797
3954655.5	117.47318350146853	18.690799787057315
3970317.5	115.10298812412208	16.7466263944244
3985979.5	114.4320010215809	18.31043232872644
4001641.5	114.0899629676925	24.942754021232467
4017303.5	118.33539777806155	17.18727735486909
4032965.5	118.16243136253352	15.22528015895882
4048627.5	118.15470565700421	18.406438025778737
4064289.5	119.12099348742179	18.20597190062588
4079951.5	122.36693908823905	18.73190950386775
4095613.5	120.68401225897075	20.444128571627864
4111275.5	117.86687523943303	20.0149446143938
4126937.5	118.78540416294216	22.12623117453621
4142599.5	121.04328949048653	13.62780327461792
4158261.5	116.96852253862853	22.07175063213856
4173923.5	117.40939854424722	17.952053084114773
4189585.5	121.40486527901928	18.952351048534517
4205247.5	117.0668496999106	14.237989402636899
4220909.5	120.22136381049674	18.68759696078019
4236571.5	116.54980206870131	18.686486519531798
4252233.5	120.26950581024136	15.948795123518531
4267895.5	121.33769633507853	20.215160804307658
4283557.5	117.96616013280551	23.372374924044223
4299219.5	118.38513599795684	56.2783945558251
4314881.5	118.22615247094879	16.987481024467204
4330543.5	122.73687907036138	23.469176812315638
4346205.5	114.1534925296897	15.499226586295766
4361867.5	115.88143276720726	20.796331931021204
4377529.5	117.016345294343	27.37350727480057
4393191.5	116.45964755459073	22.78386535457639
4408853.5	118.90786617290257	22.68928946591066
4424515.5	111.39611799259355	29.804320751127477
4440177.5	117.28783041757119	17.30600742486263
4455839.5	120.62929383220533	19.45707828897629
4471501.5	109.96909717788277	35.17063681953907
4487163.5	119.5095773209041	19.217486144650444
4502825.5	114.5974332779977	23.311043253818735
4518487.5	122.18567232792746	18.252457794871614
4534149.5	118.19659047375814	20.497174106238713
4549811.5	119.88839228706424	20.038200970855243
4565473.5	119.42044438768995	20.672334702219956
4581135.5	116.154194866556	19.029609495286483
4596797.5	120.95032562891073	21.524246646916076
4612459.5	120.21619205720853	16.55624104709464
4628121.5	120.30845358191802	19.725769668583425
4643783.5	55.02215553569148	59.459357084791876
4659445.5	118.71702209168689	21.75006916942989
4675107.5	117.49003958625974	23.90809457770224
4690769.5	84.86068190524837	54.99010718890883
4706431.5	121.36942919167412	18.782135446401096
4722093.5	117.64225513982889	24.165843590168055
4737755.5	115.96252075086196	22.102361095171634
4753417.5	127.37115310943685	18.477814768412376
4769079.5	130.6123738986081	20.78186935119285
4784741.5	131.13350785340313	21.749694881295422
4800403.5	122.59130379261907	22.939909176424425
4816065.5	117.8163708338654	20.683547952872715
4831727.5	115.85193461882263	29.51817886340687
4847389.5	118.62846379772698	18.73152433281736
4863051.5	116.24166773081343	16.425221285157086
4878713.5	115.32805516536841	16.571623183333752
4894375.5	117.33807942791469	16.8109269819997
4910037.5	121.77946622398161	20.755424324044878
4925699.5	122.00134082492657	21.628738384301094
4941361.5	122.56882901289745	18.795947405522124
4957023.5	120.52994509002681	20.02232185571729
4972685.5	122.77269825054272	19.516880702575765
4988347.5	122.56678585110458	18.867412359357637
5004009.5	117.32473502745499	21.815409237373952
5019671.5	121.04431107138296	21.519812955415325
5035333.5	115.4862086578981	26.779206669456933
5050995.5	118.13357170220917	17.24453057520818
5066657.5	112.22685480781509	39.99151119860187
5082319.5	119.42025284127187	22.19597445673484
5097981.5	112.66498531477461	30.14135387017833
5113643.5	122.22762099348742	16.832436792147476
5129305.5	120.33380155791086	16.806292717533477
5144967.5	118.8338654067169	21.200558248059657
5160629.5	119.59564551142894	19.353101128884063
5176291.5	117.3469544119525	27.671759614606387
5191953.5	119.95658281190141	34.827081648352014
5207615.5	120.75775762993231	22.365002440971267
5223277.5	117.04763120929638	16.266402093205688
5238939.5	124.1534925296897	15.39224306995432
5254601.5	120.59756097560975	19.444650482436398
5270263.5	128.31075213893502	20.72737152975504
5285925.5	122.18413995658281	16.464759424259302
5301587.5	119.47446047758906	18.720560679620842
5317249.5	125.70169837824032	20.851444134953567
5332911.5	127.53352062316435	19.753208545982204
5348573.5	124.98231388073043	21.884027863269786
5364235.5	118.02394330226025	16.861562338949465
5379897.5	100.39030775124505	43.5500173330048
5395559.5	116.91163325245817	21.27330199103652
5411221.5	117.4397267271102	17.41865821294713
5426883.5	117.21031796705401	16.74495637618541
5442545.5	111.86010726599413	34.132945590966415
5458207.5	116.27787000383093	19.194424591141264
5473869.5	118.45096411697101	19.78175521424742
5489531.5	120.39388328438258	18.926045170611445
5505193.5	119.91974205082364	21.21270981255396
5520855.5	122.385519090793	17.960640291147346
5536517.5	124.25003192440302	17.74548706930237
5552179.5	121.15789809730558	15.794075336414782
5567841.5	120.09309155918784	16.14760401936889
5583503.5	121.13823266504916	18.35806058537055
5599165.5	121.42778700038309	19.0841127236033
5614827.5	123.99074192312604	21.574077318782656
5630489.5	122.8306091176095	20.00628971460109
5646151.5	122.29268292682927	17.879684515552444
5661813.5	125.50261780104712	21.998576415788534
5677475.5	125.78610649980845	22.35247611808079
5693137.5	121.3745370961563	18.032763637985294
5708799.5	123.8486144809092	20.45591795144788
5724461.5	134.58651513216702	38.2166823903253
5740123.5	118.01136508747287	15.136825413238281
5755785.5	118.58779210828757	18.21151741672956
5771447.5	122.28463797726982	21.541542514137486
5787109.5	120.50568254373643	19.423528629891514
5802771.5	125.3408887753799	19.722545530341655
5818433.5	123.59002681649854	23.505861811948318
5834095.5	124.33539777806155	20.66569775548623
5849757.5	120.51506831822245	20.248098832261572
5865419.5	122.76018388456136	21.64655691159524
5881081.5	122.87025922615247	21.470378248355146
5896743.5	123.82914059507087	20.74390211996803
5912405.5	123.96533009832716	25.17723156745193
5928067.5	104.12322819563275	79.49294921304768
5943729.5	113.94943174562636	36.46993100768459
5959391.5	122.81522155535691	20.25413969897831
5975053.5	123.60400970501851	19.19181649706868
5990715.5	119.7525858766441	27.37448341017973
6006377.5	127.1070105989018	15.841385532661969
6022039.5	126.34433661090537	17.820740428686957
6037701.5	131.91463414634146	24.588737035846393
6053363.5	119.72021453198825	20.857143419412157
6069025.5	121.54820584855064	18.473263405816574
6084687.5	121.76701570680628	22.31590359045222
6100349.5	120.3848167539267	21.44670706133559
6116011.5	122.37089771421275	20.153037904734912
6131673.5	127.83054526880348	21.037203061596234
6147335.5	126.35250925807688	18.046284085691845
6162997.5	126.34305963478484	18.511303825000947
6178659.5	129.3733239688418	17.648821751238778
6194321.5	128.91418720469926	32.12050322006495
6209983.5	130.2308772825948	16.81663638644337
6225645.5	129.74154003320137	25.23968615334079
6241307.5	127.4464947005491	21.1545323343189
6256771.5	133.93089217869775	22.02919290330852
